   1.2729e+00   5.1844e-01   1.6667e-01   1.1297e+00
   1.3833e+00   5.4552e-01   9.0909e-02   5.6487e+00
   1.4389e+00   4.8088e-01   1.6667e-01   1.0516e+00
   1.4408e+00   4.7455e-01   1.6667e-01   1.0642e+00
   1.4401e+00   4.8065e-01   1.6667e-01   1.0439e+00
   1.2043e+00   5.4145e-01   1.2500e-01   1.0638e+00
   1.2149e+00   5.5092e-01   1.2500e-01   1.0516e+00
   1.4019e+00   5.0632e-01   2.0000e-01   1.0541e+00
   1.4165e+00   4.9376e-01   2.0000e-01   1.0643e+00
   1.1913e+00   3.3976e-01   1.2500e-01   1.7847e+01
   1.2301e+00   5.0577e-01   1.1111e-01   1.2637e+01
   1.3554e+00   4.9793e-01   1.1111e-01   2.4067e+00
   1.2933e+00   5.2144e-01   1.1111e-01   1.5429e+00
   1.3145e+00   5.4484e-01   1.1111e-01   1.5276e+00
   1.3777e+00   5.0322e-01   1.1111e-01   2.2911e+00
   1.2850e+00   5.3156e-01   1.1111e-01   1.7502e+00
   1.3355e+00   5.4385e-01   1.1111e-01   1.3533e+00
   1.3429e+00   5.3084e-01   1.1111e-01   1.1749e+00
   1.3417e+00   5.3295e-01   1.1111e-01   1.0818e+00
   1.3410e+00   5.3718e-01   1.1111e-01   1.0671e+00
   1.3053e+00   4.9178e-01   1.1111e-01   1.4408e+01
   1.3259e+00   5.3053e-01   1.1111e-01   1.4196e+00
   1.4997e+00   3.7803e-01   1.6667e-01   2.0836e+00
   1.6275e+00   4.9033e-01   6.6667e-02   2.3768e+00
   1.3823e+00   3.3003e-01   1.2500e-01   5.0616e+00
   1.4416e+00   3.7299e-01   1.0000e-01   1.7377e+01
   1.4129e+00   4.5984e-01   7.6923e-02   2.0815e+00
   1.4230e+00   5.0583e-01   7.6923e-02   1.1728e+00
   1.2716e+00   4.6521e-01   5.0000e-01   1.1251e+00
   1.2955e+00   4.2250e-01   5.0000e-01   1.1298e+00
   1.2984e+00   4.0522e-01   5.0000e-01   1.1252e+00
   1.3549e+00   3.8529e-01   5.0000e-01   1.1382e+00
   1.3680e+00   3.8084e-01   5.0000e-01   1.0938e+00
   1.3584e+00   3.8558e-01   5.0000e-01   1.1333e+00
   1.4447e+00   4.5680e-01   5.0000e-01   1.0549e+00
   1.4414e+00   4.6079e-01   5.0000e-01   1.0518e+00
   1.1928e+00   3.8820e-01   3.3333e-01   1.5229e+00
   9.7596e-01   4.5803e-01   5.0000e-01   1.3152e+01
   1.0099e+00   4.2597e-01   5.0000e-01   1.3847e+00
   1.0126e+00   4.1881e-01   5.0000e-01   1.3731e+00
   1.2760e+00   4.0025e-01   3.3333e-01   1.2540e+00
   1.2861e+00   3.8676e-01   3.3333e-01   1.4472e+00
   1.3055e+00   3.5739e-01   3.3333e-01   7.1594e+00
   1.3088e+00   3.7928e-01   3.3333e-01   1.4789e+00
   1.2909e+00   3.6365e-01   3.3333e-01   1.5234e+00
   1.2812e+00   3.7422e-01   3.3333e-01   1.5069e+00
   1.2865e+00   3.7294e-01   3.3333e-01   3.5028e+00
   1.2767e+00   3.9085e-01   3.3333e-01   1.1412e+00
   1.2708e+00   3.9023e-01   3.3333e-01   1.3561e+00
   1.2886e+00   4.6042e-01   5.0000e-01   1.0880e+00
   1.0570e+00   3.7639e-01   2.0000e-01   7.7336e+00
   1.4078e+00   4.2661e-01   2.5000e-01   1.0599e+00
   1.4197e+00   3.8380e-01   2.5000e-01   1.4065e+00
   1.6336e+00   3.4281e-01   5.0000e-01   1.7453e+00
   1.5794e+00   2.7024e-01   5.0000e-01   2.1945e+00
   1.1840e+00   4.8336e-01   5.0000e-01   1.1479e+00
   1.1800e+00   4.8410e-01   5.0000e-01   1.1585e+00
   1.2359e+00   5.0449e-01   5.0000e-01   1.1322e+00
   1.2247e+00   5.0550e-01   5.0000e-01   1.1066e+00
   1.1978e+00   4.9622e-01   5.0000e-01   1.1328e+00
   3.0481e-01   4.7579e-02   1.0000e+00   8.8317e+00
   7.7768e-01   2.4808e-01   1.0000e+00   1.0148e+00
   7.7768e-01   2.4808e-01   1.0000e+00   1.0148e+00
   9.0604e-01   1.7460e-01   1.0000e+00   1.0858e+00
   7.2210e-01   1.6482e-01   1.0000e+00   1.1518e+00
   6.9924e-01   1.9929e-01   1.0000e+00   1.0505e+00
   3.5057e-01   3.8096e-01   1.0000e+00   1.6838e+00
   6.6089e-01   1.5943e-01   1.0000e+00   1.1976e+00
   3.6766e-01   3.6579e-01   1.0000e+00   1.4249e+00
   6.3173e-01   2.0705e-01   1.0000e+00   1.0672e+00
   4.0682e-01   2.8233e-01   1.0000e+00   1.6821e+00
   8.5591e-01   2.3658e-01   1.0000e+00   1.0197e+00
   9.3861e-01   1.8970e-01   1.0000e+00   1.0420e+00
   6.0736e-01   1.6240e-01   1.0000e+00   1.1795e+00
   6.9924e-01   1.9929e-01   1.0000e+00   1.0505e+00
   8.5203e-01   1.6597e-01   1.0000e+00   1.1287e+00
   5.7448e-01   1.4205e-01   1.0000e+00   1.3804e+00
   7.2210e-01   1.6482e-01   1.0000e+00   1.1518e+00
   3.8934e-01   3.5580e-01   1.0000e+00   1.2216e+00
   6.2293e-01   1.5361e-01   1.0000e+00   1.2268e+00
   3.4752e-01   5.0133e-02   1.0000e+00   5.3532e+00
   2.8106e-01   3.1213e-01   1.0000e+00   4.4261e+00
   2.8127e-01   3.0561e-01   1.0000e+00   4.2087e+00
   5.2344e-01   2.7036e-01   1.0000e+00   1.0368e+00
   3.5595e-01   9.0543e-02   1.0000e+00   3.2396e+00
   6.2184e-01   1.5328e-01   1.0000e+00   1.2851e+00
   3.1741e-01   1.0399e-01   1.0000e+00   3.6928e+00
   3.5450e-01   3.9743e-01   1.0000e+00   1.5385e+00
   2.8517e-01   8.0277e-02   1.0000e+00   4.3511e+00
   3.0953e-01   1.1619e-01   1.0000e+00   3.4562e+00
   4.7318e-01   1.7775e-01   1.0000e+00   1.3208e+00
   7.0070e-01   1.3683e-01   1.0000e+00   1.5959e+00
   4.5204e-01   2.5271e-01   1.0000e+00   1.0785e+00
   5.1285e-01   1.6853e-01   1.0000e+00   1.2506e+00
   4.2696e-01   2.3784e-01   1.0000e+00   1.2079e+00
   5.4526e-01   1.8049e-01   1.0000e+00   1.1252e+00
   4.5976e-01   2.0814e-01   1.0000e+00   1.4692e+00
   3.2179e-01   2.2850e-01   1.0000e+00   2.3490e+00
   3.9359e-01   1.0903e-01   1.0000e+00   2.6833e+00
   3.3112e-01   1.3186e-01   1.0000e+00   2.6636e+00
   5.6846e-01   1.6340e-01   1.0000e+00   1.1953e+00
   5.9043e-01   1.5821e-01   1.0000e+00   1.2357e+00
   4.8923e-01   1.8348e-01   1.0000e+00   1.2399e+00
   5.0481e-01   1.2682e-01   1.0000e+00   2.4089e+00
   5.6384e-01   1.8963e-01   1.0000e+00   1.1132e+00
   4.4529e-01   2.5957e-01   1.0000e+00   1.0579e+00
   6.5256e-01   2.1289e-01   1.0000e+00   1.0660e+00
   3.3491e-01   3.8669e-01   1.0000e+00   1.8096e+00
   3.6889e-01   3.7826e-01   1.0000e+00   1.3760e+00
   3.0550e-01   5.7682e-02   1.0000e+00   4.3994e+00
   3.3313e-01   1.2347e-01   1.0000e+00   3.1849e+00
   5.9043e-01   1.5821e-01   1.0000e+00   1.2357e+00
   3.9632e-01   3.5451e-01   1.0000e+00   1.1927e+00
   4.8678e-01   2.3265e-01   1.0000e+00   1.0436e+00
   2.8971e-01   6.6012e-02   1.0000e+00   4.3892e+00
   9.1713e-01   1.9742e-01   1.0000e+00   1.0152e+00
   1.0429e+00   1.8289e-01   1.0000e+00   1.0405e+00
   3.8994e-01   2.9995e-01   1.0000e+00   1.3832e+00
   4.5109e-01   2.5917e-01   1.0000e+00   1.0776e+00
   7.8202e-01   2.3992e-01   1.0000e+00   1.0258e+00
   3.4445e-01   3.5538e-01   1.0000e+00   2.0065e+00
   5.0009e-01   2.4891e-01   1.0000e+00   1.0376e+00
   7.4445e-01   2.2842e-01   1.0000e+00   1.0270e+00
   4.3366e-01   2.8714e-01   1.0000e+00   1.0426e+00
   1.0135e+00   1.7758e-01   1.0000e+00   1.0533e+00
   3.5846e-01   3.8442e-01   1.0000e+00   1.5959e+00
   3.8726e-01   3.4624e-01   1.0000e+00   1.2532e+00
   3.6649e-01   3.7277e-01   1.0000e+00   1.4311e+00
   3.7300e-01   3.5970e-01   1.0000e+00   1.3549e+00
   3.9748e-01   3.3217e-01   1.0000e+00   1.3061e+00
   5.5155e-01   2.2690e-01   1.0000e+00   1.0633e+00
   9.1713e-01   1.9742e-01   1.0000e+00   1.0152e+00
   4.3097e-01   2.9024e-01   1.0000e+00   1.0432e+00
   5.4299e-01   2.0423e-01   1.0000e+00   1.0707e+00
   5.2501e-01   1.9876e-01   1.0000e+00   1.0962e+00
   3.9640e-01   3.3974e-01   1.0000e+00   1.1674e+00
   5.3937e-01   2.8918e-01   1.0000e+00   1.0206e+00
   5.1664e-01   1.2670e-01   1.0000e+00   2.1381e+00
   6.1373e-01   2.3616e-01   1.0000e+00   1.0323e+00
   7.1137e-01   2.4469e-01   1.0000e+00   1.0255e+00
   9.7257e-01   1.9664e-01   1.0000e+00   1.0416e+00
   4.2218e-01   3.0874e-01   1.0000e+00   1.0404e+00
   6.6439e-01   2.5382e-01   1.0000e+00   1.0263e+00
   4.3903e-01   2.6558e-01   1.0000e+00   1.0966e+00
   3.4924e-01   3.2812e-01   1.0000e+00   2.0520e+00
   4.0273e-01   3.5392e-01   1.0000e+00   1.1084e+00
   5.0859e-01   2.5746e-01   1.0000e+00   1.0370e+00
   4.5018e-01   2.4143e-01   1.0000e+00   1.1037e+00
   4.3592e-01   2.7410e-01   1.0000e+00   1.0507e+00
   3.6201e-01   3.8940e-01   1.0000e+00   1.4918e+00
   6.3119e-01   2.5645e-01   1.0000e+00   1.0283e+00
   4.3157e-01   2.8056e-01   1.0000e+00   1.0812e+00
   4.1671e-01   3.3329e-01   1.0000e+00   1.0625e+00
   3.9802e-01   3.3820e-01   1.0000e+00   1.1925e+00
   4.0330e-01   3.6210e-01   1.0000e+00   1.0981e+00
   4.9916e-01   2.0554e-01   1.0000e+00   1.1410e+00
   4.2761e-01   3.0245e-01   1.0000e+00   1.0494e+00
   4.1477e-01   3.4867e-01   1.0000e+00   1.0410e+00
   1.0718e+00   1.7148e-01   1.0000e+00   1.1079e+00
   5.1630e-01   1.2720e-01   1.0000e+00   2.1381e+00
   9.1668e-01   2.0675e-01   1.0000e+00   1.0342e+00
   4.0619e-01   3.6422e-01   1.0000e+00   1.0843e+00
   3.7100e-01   2.8325e-01   1.0000e+00   1.9133e+00
   3.7308e-01   3.7823e-01   1.0000e+00   1.3381e+00
   5.3197e-01   3.2771e-01   1.0000e+00   1.0263e+00
   4.6187e-01   2.2607e-01   1.0000e+00   1.0760e+00
   5.6697e-01   2.1505e-01   1.0000e+00   1.0390e+00
   6.4072e-01   1.2957e-01   1.0000e+00   1.8226e+00
   6.8001e-01   2.1024e-01   1.0000e+00   1.0297e+00
   9.4791e-01   1.7677e-01   1.0000e+00   1.0781e+00
   8.3393e-01   1.9259e-01   1.0000e+00   1.0428e+00
   4.8716e-01   1.4265e-01   1.0000e+00   1.8012e+00
   9.0219e-01   1.8009e-01   1.0000e+00   1.0636e+00
   4.7249e-01   1.8833e-01   1.0000e+00   1.1589e+00
   1.0225e+00   2.3199e-01   1.0000e+00   1.0116e+00
   2.7662e-01   2.8031e-01   1.0000e+00   5.9970e+00
   2.7662e-01   2.8031e-01   1.0000e+00   5.9970e+00
   3.1051e-01   4.3973e-01   1.0000e+00   2.6382e+00
   3.2503e-01   4.0020e-01   1.0000e+00   2.3281e+00
   2.7989e-01   9.9022e-02   1.0000e+00   5.7905e+00
   2.7889e-01   8.7882e-02   1.0000e+00   6.1050e+00
   7.1471e-01   2.0137e-01   1.0000e+00   1.0478e+00
   6.7007e-01   1.6904e-01   1.0000e+00   1.1777e+00
   7.9085e-01   1.8826e-01   1.0000e+00   1.0534e+00
   5.4094e-01   2.2599e-01   1.0000e+00   1.0678e+00
   2.7932e-01   7.3148e-02   1.0000e+00   8.0133e+00
   6.5352e-01   2.5233e-01   1.0000e+00   1.0274e+00
   6.1113e-01   1.9596e-01   1.0000e+00   1.0906e+00
   6.2421e-01   2.1461e-01   1.0000e+00   1.0444e+00
   3.7277e-01   3.6056e-01   1.0000e+00   1.3825e+00
   4.1693e-01   2.5838e-01   1.0000e+00   1.4282e+00
   3.8444e-01   4.1177e-01   1.0000e+00   1.2513e+00
   9.1774e-01   1.3488e-01   1.0000e+00   1.4396e+00
   9.1774e-01   1.3488e-01   1.0000e+00   1.4396e+00
   6.7880e-01   2.3614e-01   1.0000e+00   1.0307e+00
   3.0616e-01   4.6542e-02   1.0000e+00   8.1691e+00
   4.0233e-01   3.2182e-01   1.0000e+00   1.2824e+00
   8.8786e-01   1.3365e-01   1.0000e+00   1.4671e+00
   2.8122e-01   7.8184e-02   1.0000e+00   7.9521e+00
   5.2258e-01   2.2921e-01   1.0000e+00   1.0754e+00
   5.4190e-01   1.6646e-01   1.0000e+00   1.3511e+00
   4.7904e-01   2.5461e-01   1.0000e+00   1.0756e+00
   4.2054e-01   2.5796e-01   1.0000e+00   1.4134e+00
   2.8549e-01   5.8504e-02   1.0000e+00   7.2234e+00
   9.0835e-01   1.3931e-01   1.0000e+00   1.3989e+00
   5.1059e-01   2.0497e-01   1.0000e+00   1.1122e+00
   3.3472e-01   4.6941e-01   1.0000e+00   2.2355e+00
   6.5892e-01   2.1523e-01   1.0000e+00   1.0347e+00
   3.7202e-01   4.3231e-01   1.0000e+00   1.3689e+00
   4.1010e-01   2.8823e-01   1.0000e+00   1.3564e+00
   6.1002e-01   2.3637e-01   1.0000e+00   1.0379e+00
   4.1390e-01   3.8865e-01   1.0000e+00   1.0817e+00
   4.0198e-01   3.9400e-01   1.0000e+00   1.1215e+00
   4.8709e-01   1.5270e-01   1.0000e+00   1.8243e+00
   3.9912e-01   4.0088e-01   1.0000e+00   1.1380e+00
   2.9384e-01   5.2978e-02   1.0000e+00   6.2866e+00
   7.6747e-01   1.9964e-01   1.0000e+00   1.0472e+00
   6.5234e-01   2.1389e-01   1.0000e+00   1.0627e+00
   3.1719e-01   3.1365e-01   1.0000e+00   3.3384e+00
   2.8449e-01   8.8349e-02   1.0000e+00   5.8969e+00
   6.7015e-01   1.7578e-01   1.0000e+00   1.1084e+00
   6.9827e-01   1.8458e-01   1.0000e+00   1.0922e+00
   6.8368e-01   2.0050e-01   1.0000e+00   1.0688e+00
   5.1365e-01   2.2278e-01   1.0000e+00   1.0821e+00
   3.9617e-01   2.8570e-01   1.0000e+00   1.8760e+00
   4.4060e-01   2.6432e-01   1.0000e+00   1.1836e+00
   3.9075e-01   3.3905e-01   1.0000e+00   1.2302e+00
   6.1441e-01   1.7391e-01   1.0000e+00   1.1409e+00
   4.4505e-01   2.7219e-01   1.0000e+00   1.0604e+00
   3.8125e-01   3.4823e-01   1.0000e+00   1.3324e+00
   5.9001e-01   1.4353e-01   1.0000e+00   1.3134e+00
   4.2548e-01   3.0005e-01   1.0000e+00   1.0673e+00
   4.2667e-01   2.9402e-01   1.0000e+00   1.0838e+00
   3.9995e-01   3.6917e-01   1.0000e+00   1.1425e+00
   7.2347e-01   1.9176e-01   1.0000e+00   1.0722e+00
   5.6234e-01   1.5411e-01   1.0000e+00   1.3538e+00
   6.0114e-01   1.4248e-01   1.0000e+00   1.3266e+00
   3.5899e-01   3.8753e-01   1.0000e+00   1.4998e+00
   4.1660e-01   3.2417e-01   1.0000e+00   1.1466e+00
   7.1850e-01   1.8904e-01   1.0000e+00   1.0883e+00
   2.8645e-01   5.3691e-02   1.0000e+00   6.0997e+00
   6.1347e-01   1.4163e-01   1.0000e+00   1.3439e+00
   3.7832e-01   3.7654e-01   1.0000e+00   1.2781e+00
   5.9562e-01   1.5045e-01   1.0000e+00   1.3003e+00
   2.8332e-01   7.4556e-02   1.0000e+00   6.2614e+00
   4.1245e-01   3.2719e-01   1.0000e+00   1.0836e+00
   4.6922e-01   2.0769e-01   1.0000e+00   1.8211e+00
   4.1081e-01   3.5602e-01   1.0000e+00   1.0886e+00
   2.8332e-01   7.4556e-02   1.0000e+00   6.2614e+00
